site	YAL017W	YAR019C	YBL009W	YBL016W	YBL056W	YBL088C	YBR028C	YBR059C	YBR097W	YBR125C	YBR160W	YBR274W	YBR276C	YCR008W	YCR079W	YCR091W	YDL006W	YDL025C	YDL028C	YDL047W	YDL079C	YDL101C	YDL108W	YDL134C	YDL188C	YDL214C	YDL230W	YDR075W	YDR122W	YDR247W	YDR283C	YDR466W	YDR477W	YDR523C	YER129W	YFR014C	YGL021W	YGL059W	YGL179C	YGL180W	YGR040W	YGR123C	YGR188C	YGR203W	YGR262C	YHR030C	YHR076W	YHR082C	YHR135C	YIL035C	YIL042C	YIL095W	YIL113W	YIR026C	YJL095W	YJL106W	YJL128C	YJL164C	YJL165C	YJL187C	YJR059W	YJR066W	YKL048C	YKL101W	YKL116C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YKL171W	YKL198C	YLL010C	YLL019C	YLR019W	YLR096W	YLR113W	YLR240W	YLR248W	YLR362W	YLR433C	YML016C	YML057W	YMR104C	YMR139W	YMR216C	YMR291W	YNL020C	YNL032W	YNL099C	YNL154C	YNL161W	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOL045W	YOL100W	YOL113W	YOL128C	YOR061W	YOR090C	YOR119C	YOR208W	YOR231W	YOR233W	YOR267C	YOR351C	YPL026C	YPL031C	YPL042C	YPL140C	YPL141C	YPL150W	YPL179W	YPL203W	YPL204W	YPL236C	YPR054W	YPR073C	YPR106W	YPR111W	YPR161C
YIL038C_T440_S446_S450													0.217											-1.521					-0.596						0.11199999999999999						-0.301			-0.055999999999999994			-0.626						-0.138						-0.6920000000000001											-0.177						-0.16699999999999998							-0.046												-1.119			-1.5919999999999999			-0.276																						0.244	
YIL038C_T440_S450_T454							-0.444					0.83			-0.12300000000000001											-0.848								0.128															-0.9990000000000001																																																																								1.011			
YIL041W_S145_C148																																	0.904																																																																																											
YIL045W_S296_S304																																	-0.7090000000000001																																							8.277000000000001									0.17600000000000002																																											
YIL047C_S859_S860		0.5539999999999999			-0.526	-0.166					0.852		-0.141						-0.449				-0.34600000000000003	-1.301			2.7539999999999996		-0.6609999999999999				3.055							-0.537	-0.466																			-0.508			0.982									0.22399999999999998	-0.429						0.121										2.925							2.847		2.334						0.838		0.8959999999999999							2.667	1.814			6.385	-0.23800000000000002						-0.23350000000000004
YIL048W_S77_S80_S81																																				1.605																																			-0.077																	0.149																																				
YIL048W_S77_S81_S83		-0.629					0.067				0.253				0.564																	-0.14300000000000002									-0.467						0.006			-0.215																															0.966						-0.9079999999999999											0.82				0.79																0.281						
YIL048W_S80_S81_S83																																											-0.235																																																																																	
YIL048W_T69_S77_S81																																																																																																																								0.894				
YIL048W_T69_S81_S83													-0.7070000000000001																																																																																																															
YIL065C_Y69_S74		0.08	0.152	0.023		-2.4019999999999997		1.2690000000000001			-0.377					-0.406							-1.0190000000000001				-0.9359999999999999	-0.512			-0.258									-0.313	-0.809	-0.193	-0.24600000000000002	0.33899999999999997		-0.537		1.296			0.7040000000000001	0.32899999999999996				-0.9940000000000001	1.081	-1.5519999999999998							0.49700000000000005			0.057	0.069			-1.119		0.888								0.628		-0.35		0.466						0.003	-0.235		-0.061	-0.44799999999999995			0.37200000000000005		0.218				0.642			-0.1145	-0.409		-1.419	-0.044000000000000004		0.065		0.295	0.139	0.126				0.14400000000000002		0.05
YIL074C_S20_S29					0.43799999999999994	-1.56										-1.848																								-0.1																																																																																				
YIL074C_S22_S29																																																															-0.863									4.501		0.693							0.096																																-0.17300000000000001											
YIL074C_S22_T31																																																																													0.008																				-0.175			0.042																			-0.242					
YIL079C_S272_T273			0.121	0.019			0.456	1.301						0.512	0.098			0.726		0.013999999999999999				1.058	0.7490000000000001			0.6579999999999999	1.859	1.351		0.423					0.7020000000000001	0.45299999999999996					1.618					-0.484		0.7829999999999999	0.33899999999999997			0.039	-0.23600000000000002			1.8869999999999998	-0.514			-1.273		0.159					0.501		0.159						0.775				1.177							-0.221					0.125		0.415		-1.663		-1.64				0.061				0.674		-0.6729999999999999		1.419				-0.239	0.9640000000000001	1.72			-0.8390000000000001	-1.18	1.6569999999999998		
YIL095W_T522_S525														0.972																																																																																																														
YIL095W_T553_S556						-1.041				-0.301		0.708		0.767											0.444								1.0190000000000001	-0.511	-0.5329999999999999	0.83		-0.8859999999999999	1.0859999999999999						0.623						-0.015															0.888		1.155		-0.44299999999999995		1.895		1.215	-0.083		-0.21100000000000002			-0.105	1.075	-0.379							-0.745				-0.937				0.105			-0.20199999999999999		0.682										-1.079									-0.11199999999999999			
YIL105C_S145_S150																-0.556																	0.7809999999999999							0.23199999999999998																-1.371																																																		-0.932																		
YIL105C_S145_S150_S153												1.505		0.61				0.303						-0.8320000000000001	0.726				-0.648				0.652	0.589		0.9990000000000001		-0.11900000000000001	1.399				-1.1340000000000001								-1.21																	1.395	-0.16699999999999998				-1.463	1.854													1.8430000000000002		-0.263													0.725																			0.631			
YIL105C_S145_T147_S153																																																																													0.201																				0.31			0.44																								
YIL105C_S145_T149												2.166																						1.785					0.452																													0.08900000000000001	1.244					0.894													0.95			0.858																																		
YIL105C_S145_T149_S150		-0.34																															0.6579999999999999																																																																									-0.648																		0.24600000000000002
YIL105C_S145_T149_S153					-0.336											-1.065																								0.221														-0.038			-0.18899999999999997		0.161	0.501												0.98																											0.198							-0.275				1.5719999999999998			-1.042	-0.20199999999999999										
YIL105C_S150_S153																																																																																				2.016					-0.48700000000000004			0.127													0.595																			
YIL105C_S157_S158	1.153	-1.939					-0.37200000000000005				-0.11800000000000001	0.319	-0.13	0.706	1.162		-0.39299999999999996	0.475	0.226				0.882	-0.156	0.6629999999999999	-0.696	-0.263		0.8859999999999999			-5.3420000000000005	6.402			0.21	-0.02	-0.305	1.431		0.024		-0.961	-2.247	-0.5429999999999999				1.091		-2.0380000000000003		0.867		0.19					-0.175		-0.976	-1.381	-0.079				1.4269999999999998	-0.5329999999999999	-0.6409999999999999		1.178		2.0540000000000003	-0.401	-0.006999999999999999			-0.302		0.414		0.066	1.571	-0.324	-0.201	0.804						-1.7080000000000002		0.9209999999999999	-0.193	1.5859999999999999	-2.662	-0.172		1.091		-0.332		-0.353			-0.5820000000000001		1.122				-0.268	-0.233			0.111			0.28		-0.23199999999999998	0.311
YIL106W_S80_T84		0.35600000000000004								-1.288					-2.2974999999999994																																																														2.419											-0.972											0.517			1.268																1.063						-0.19899999999999998
YIL106W_S80_T85												0.121		0.7020000000000001				-0.131	-1.1320000000000001														0.7120000000000001					-1.171																						0.348			0.319								0.8190000000000001	0.301							0.493								0.807		-1.318			0.094												0.17		-0.6609999999999999							0.752											
YIL112W_S130_S134																																																																																									-0.522																																			
YIL112W_S698_T700					-0.126	-0.897	-0.043			-0.259		-1.308	0.135	-1.068	-0.619	0.026000000000000002		-0.7490000000000001		1.453			1.061	-0.188	0.541				-0.114			-0.353	-1.0190000000000001	1.3119999999999998		-0.43700000000000006		-1.6340000000000001	0.035	-0.127			0.387		0.836		0.009000000000000001				-1.238		-0.508	-1.168			-0.609		0.415		-1.114	-0.848		-0.11900000000000001				-0.14	-0.161	-0.511	0.941	1.7690000000000001	-1.912		-0.695	-0.272				-0.26				0.888	-0.401	-0.237		-0.248	-0.184	0.461			-0.31		0.314	-0.715	-0.172		-0.245		-0.114	-0.775	-0.687		0.321	-1.972		-0.10099999999999999			0.665	1.126	0.128	0.301					0.601	0.695	0.938			0.938
YIL112W_T37_S38																																	-7.4670000000000005																																																								-7.395																	-0.943																		
YIL112W_T688_S690												-0.498		-0.248	-0.43700000000000006			1.137					0.48	-0.027999999999999997					-0.584			-0.23750000000000002	-0.902					-2.705		0.327											0.287										-0.6509999999999999								0.331	-0.27699999999999997	-0.48700000000000004	1.7819999999999998											-0.8859999999999999	0.34				-1.5	-0.1155								0.09300000000000001		-0.597			-0.009000000000000001				-0.777															0.395			
YIL115C_S1041_S1042	-0.359	-0.17800000000000002		-0.106	-0.368	-0.32	-0.8759999999999999			-0.355	0.28600000000000003	0.166	-0.091		-0.326	-0.086	0.027999999999999997		-0.2	-0.518			-0.5579999999999999	-0.626			-0.17600000000000002		-0.045		0.024	-0.263	-2.298	-0.149		-1.609	-0.08199999999999999			-0.7490000000000001		-0.136					0.013999999999999999	-0.52	-0.581	-0.579				-0.19699999999999998	-0.535	-0.133	0.508				-0.441		-0.326		-0.23		-2.3569999999999998				0.963		-0.542				0.282		-0.11199999999999999		0.223	-0.32299999999999995	-0.273					-0.204	0.138			-0.13699999999999998			-0.204	-0.054000000000000006	-0.005					-1.545		-0.835	0.105	-0.698		-0.096	-0.597	-0.366			0.34299999999999997	0.32799999999999996			0.308	0.42700000000000005					-0.172	-0.23600000000000002
YIL115C_S1041_S1042_S1047																																	-0.84																												-1.139																																																															
YIL115C_S670_S680															0.107																																																																																																													
YIL115C_S674_S680																									0.03												0.259																																												0.23199999999999998																																											
YIL115C_S805_S819	0.032	-0.485	0.573		-0.223	0.226	-0.158	-0.428		0.172	-0.852	0.5479999999999999	0.233		-0.019	0.006999999999999999	0.13699999999999998		0.35950000000000004	-1.173			-0.254	-0.504	0.9555	-0.231	0.006999999999999999	1.2570000000000001	0.005	-0.385	0.11	-0.177	-0.21600000000000003	-0.018000000000000002	0.47	0.128	0.191		0.17300000000000001	0.36200000000000004	0.047	-1.073	-0.6709999999999999				0.027000000000000003	0.10800000000000001	0.451	-0.115	0.051			0.304	-0.725	0.129	0.221	0.672	-0.008	0.184	-0.157		-0.152		0.151	-0.473		0.15			0.693		-0.287	0.10099999999999999			0.129		-0.24600000000000002	0.002	0.519	-0.281	-0.579	0.556			0.039	-0.12	0.465	-0.147	-0.273		-0.07400000000000001		-0.375	0.193	0.14300000000000002	0.6629999999999999		0.38799999999999996		-0.1	0.19	0.032	0.442	-0.35200000000000004	-0.56	0.08	-0.054000000000000006	0.027000000000000003	-0.8320000000000001	-0.22699999999999998	-0.593	-0.127	0.142	-0.019	0.922		-0.127	-0.5655	0.129	0.475	0.25	0.493
YIL115C_T803_S819																																																																												-0.33399999999999996																																																
YIL121W_T36_S40		0.079						0.337			-0.33899999999999997									0.16699999999999998				0.163	-1.7919999999999998				-0.023	0.172																-0.098						1.973																			-2.556		2.013															-0.602					-0.72		-0.524						-0.057						-0.73												0.496					
YIL121W_T38_S40	0.175			0.302	-0.426	0.685			-1.935	-0.0535			0.17600000000000002			0.348	-0.513	0.248	0.125		-0.057999999999999996	0.239		-0.8759999999999999		0.302	0.419	2.416	0.036000000000000004								0.387		0.696	0.387	-0.183	-0.49200000000000005		0.904			0.41200000000000003		-0.081		0.067			-1.3019999999999998		0.37100000000000005	0.29175	0.419	0.958	0.204	-0.715	0.47700000000000004	-0.8740000000000001	-1.016			-1.026	0.851	0.42	-0.7040000000000001			-0.061	1.068			-0.22699999999999998	-6.807	-0.48700000000000004	0.027999999999999997			-0.415	-0.42200000000000004	-1.065	-0.596	-2.247	-1.275		0.293				-0.223			0.35	0.867		0.049	-0.266		0.423					-2.293		0.9329999999999999			-0.42900000000000005	-0.06099999999999999		0.054000000000000006	1.4869999999999999				-0.943	0.177	0.972	
YIL126W_T1154_T1166_S1170																															-0.244																																			0.174																																																										
YIL129C_S982_S985_S986						-1.1540000000000001																	-0.573									0.33899999999999997	0.239																												-0.759																											0.635	-0.255																																			-0.8440000000000001
YIL129C_S984_S985							0.9309999999999999						0.7979999999999999	2.309			0.105		-0.9440000000000001			0.6679999999999999										0.9790000000000001						1.368			-0.501				-1.155		0.07200000000000001			0.023					0.831						-0.784		-0.41200000000000003								-1.53	-1.555			0.568				0.131		1.931								-0.042			-0.127						-1.1909999999999998								-0.4865															0.125			
YIL129C_S985_S986														0.88				0.272														-0.017	-0.273					-0.051							-0.512												0.9				-0.968								-0.344	0.2		-0.5720000000000001			0.125														0.435										1.176							-0.397								0.285										
YIL129C_T2264_S2267																																																									1.067																																																																			
YIL135C_S159_T160	1.9409999999999998				-0.49700000000000005	-0.293	-0.258			-0.8		2.108		0.5635000000000001		0.049	-0.134	1.157		1.5830000000000002				0.32799999999999996	1.511		-0.251		-0.09300000000000001			0.43	1.511	-0.40299999999999997	-0.28600000000000003	0.444		0.076	1.286	-0.055			0.27899999999999997	0.42549999999999993	0.006500000000000061					0.248	0.976		0.8640000000000001	-1.031			-0.312		1.837	-0.262	0.546	0.708	0.028999999999999998	1.37				1.051	0.807	0.12	1.3530000000000002	1.505	1.255		0.851	0.804	0.77			-0.8490000000000001	1.4680000000000002		-0.04349999999999998	0.9784999999999999	0.6559999999999999	0.951	1.0155	-0.835	-1.012	2.194			0.539		2.122		-0.268		2.0140000000000002		-0.53	1.784	0.442		0.055999999999999994	0.8370000000000001				1.1520000000000001	0.838	-0.5660000000000001	-1.232	-1.66			-0.324				-0.127		1.1440000000000001	0.484
YIL135C_S172_S174												0.95																-0.353																																																																																																
YIL135C_S172_S174_S175																																																																																									-1.45																																			
YIL135C_S172_S175													-0.025	2.497											1.4480000000000002				0.14300000000000002					0.064	-0.598								0.695				-0.938								-0.01						0.09699999999999999								0.27899999999999997			0.505					0.419			-0.379		-1.022						-0.72					0.853				-0.21		1.969	0.102															-0.447					1.156	-0.011000000000000001			
YIL135C_S172_S177	1.216		-0.40700000000000003	-0.34299999999999997	0.129	-0.841	0.348	1.296	0.2	-0.16899999999999998		1.4140000000000001	-0.512	1.386	-0.084	-0.22	0.593	-0.175		1.1585	-0.7170000000000001	-0.88		0.027999999999999997	1.7080000000000002	-0.248	0.656	0.018000000000000002	0.24100000000000002		-0.267		1.1124999999999998	0.413	-1.524							0.27		0.147	0.47700000000000004	-0.027000000000000003			0.42			0.071			0.107	-0.385	-0.377	-0.4	-0.25		-0.455	0.341		-0.028999999999999998	-0.217	1.297	-0.18			0.284	0.588		-0.281		0.105		0.591	-0.07200000000000001	-0.39399999999999996	0.214	1.489		0.478	0.9359999999999999		-0.682	1.125		-0.9420000000000001		0.19	1.3359999999999999	1.294	-0.626	1.4880000000000002	0.8390000000000001				-0.039	0.121	1.389	-0.56		0.7	-0.1575	0.545	0.44299999999999995	-0.34		-0.23600000000000002	-0.091				-0.40399999999999997		0.189		1.889	0.052000000000000005	-0.534		-0.10550000000000001
YIL135C_S172_S183																																																																																										0.899																																		
YIL135C_S172_T182		-0.37																					-0.6							1.002																			0.485					-1.444																																			-1.85																												0.057999999999999996							
YIL135C_S174_S175																	-0.574													-0.071																										-0.48							-0.537																-0.265																																													
YIL135C_S174_S175_S177																																				1.7819999999999998																																																																																								
YIL135C_S174_S177																																																																																	1.5230000000000001																													2.017													0.6679999999999999	
YIL135C_S174_S183_S189																																	1.392																																																																																											
YIL135C_S175_S177																			0.094				-0.198																		-0.039		0.7879999999999999				0.9890000000000001						-0.105					-1.037	-0.08900000000000001																	0.086									0.16899999999999998													-0.451	1.895																		-0.5489999999999999					-0.603		
YIL135C_S183_S189							0.868																																2.476																																										2.428																																							-0.39399999999999996				
YIL135C_S189_S195																																																																																																														1.62														
YIL135C_S277_T279_T280																																			0.201												0.605																																																																													
YIL135C_S325_S330	6.407		-0.88																	0.73							6.156000000000001	0.467				5.766	4.178999999999999			5.904										0.9309999999999999												0.505			0.9009999999999999																0.174												1.117							6.199	-0.9079999999999999			-2.307						2.247				5.91	0.154	0.184				-1.472	1.929					0.183		
YIL135C_S53_S59																		-0.147																							-0.546			0.371	-0.027999999999999997			-0.006999999999999999	1.7619999999999998				-0.01	-0.6829999999999999					0.33			-0.41700000000000004		0.275					0.38							-0.002								1.555	0.251	0.879									1.195	-0.07200000000000001		-0.091							-0.8059999999999999										-1.3419999999999999									
YIL135C_S53_S61			-0.293		-0.07	-0.943				-0.611				1.181		-0.168				0.079		-0.301						0.56					-0.168	0.165		1.419		-1.214	0.748	-0.41600000000000004			0.226			-0.233					0.509						-0.857	-0.537					-0.231					0.5920000000000001		0.182		1.3319999999999999		0.526	0.451		0.684	-0.642	-0.631								1.423		-1.1059999999999999				0.821				-0.076		0.713	0.098		0.38799999999999996	-0.5539999999999999		0.58					0.7979999999999999	-0.6629999999999999	-0.893				-0.638	-0.33		-0.094			-0.006		
YIL135C_S84_S87										-5.75																1.078			-0.6709999999999999										3.137																													2.5980000000000003						2.408										-0.462			0.904																																					
YIL135C_S84_S87_S88	1.581				-0.364	-1.462	0.914					0.446	-0.583		0.99	-1.067	-1.102			1.258				0.507	0.9059999999999999	0.525	2.016	0.215	0.243		-0.057	0.677	1.8869999999999998	-0.601	0.075	1.413			1.587	-0.792	0.165		0.6509999999999999		-0.055		-0.349		1.5190000000000001	-0.154	0.47200000000000003			-1.767	0.21600000000000003		-0.11699999999999999	-0.11800000000000001	0.535	0.11	0.345		-0.862		0.299	-0.519		1.315			0.33299999999999996		0.855	0.98	0.92		0.364		-0.182	0.38299999999999995	0.884	-0.308	0.787	0.675	1.064		0.765	-0.402	-0.043	0.68					0.665	1.249	-0.08900000000000001	-0.512		-0.317		0.664	-0.282		0.555			0.9790000000000001	0.177	1.766	-0.922	-2.175	-0.067	-0.114		-0.34600000000000003	-0.012			0.843		-0.415	0.706	
YIL135C_S84_S88															2.1630000000000003																	2.048																																																										0.086																0.6509999999999999																		
YIL135C_S87_S88	3.221		-0.27399999999999997		0.737		1.188		-1.371											0.909		-1.601	-0.19699999999999998	-0.22	1.272		3.27	0.08199999999999999		0.84															-0.418				1.52		1.301					-2.3609999999999998		-0.289			0.513	-0.29100000000000004	0.534	2.355						0.748			0.16699999999999998					-0.419	0.652				2.294		2.34	2.188			0.389			0.201				2.125							-0.48100000000000004	0.04	1.02										0.7979999999999999	-0.7809999999999999		0.392				0.353		
YIL135C_T182_S189												0.9059999999999999			2.988									0.006					-0.41100000000000003			1.4680000000000002		-0.308																																					0.385		-0.071																													0.8109999999999999																						
YIL135C_T288_S289_T293																																																																																																				0.41200000000000003																								
YIL140W_S673_S676																																																																					1.288			1.072																	0.17																																			
YIL150C_Y13_S18												7.2829999999999995																																																																																																																
YIL154C_S58_S60												1.662			-1.263																	-1.445	-0.044000000000000004																																						-1.1340000000000001																		-1.072										1.028																									
YIL154C_S58_S60_S62																																													-0.256												0.131												1.36	-0.314		0.946			0.322																																						-0.632	-0.375										
YIL156W_S918_S922_S939									0.27												-0.596	0.15																																																																								-0.043																														
YIR003W_S567_C585																																																								1.053																																																																				
YIR003W_S576_C585					0.192	0.5920000000000001										1.63	-0.28600000000000003			1.227																				1.32																8.198	-1.1065			-0.818			-0.2505																0.19699999999999998																																													
YIR003W_S620_S623										-0.034							-0.055																2.0140000000000002																												-0.131											2.115					0.325		-0.165	-1.548																																												
YIR003W_S620_S625																-0.48																																						-0.141									-2.675									2.408																																																				
YIR003W_S623_S625																																																																																					0.45																																							
YIR003W_T277_S281_S284																																	1.278																								0.397																																																	-0.924								-0.644										
YIR003W_T277_S284					0.225											0.342	-0.07			0.826													1.54							0.71																	-0.307			-0.34			-0.755																-0.276										-6.711											0.455													-1.374	-0.74					-0.051					
YIR003W_T277_T282_S284																																																																								8.757																																																				
YIR006C_S1253_T1256																																	2.354																																																																																											
YIR006C_S991_T995																																																					-0.8740000000000001																							0.569																																											-0.335					
YIR007W_T594_T596													0.451																																																																																																															
YIR023W_S862_T867											0.257																																																																																																																	
YIR023W_S863_T867																																																													-0.627																												-0.65																	-1.193																		-0.408
YJL005W_S1226_S1234_S1235																			0.7709999999999999				1.615																														0.88							0.555																																																																
YJL005W_S1226_T1229_S1234																																																																																									1.217																																			
YJL005W_S1226_T1229_S1235					0.34700000000000003				0.8170000000000001			1.04								2.201	-0.031			1.63							-0.395			-0.08900000000000001	0.225												0.363																								1.645							1.1079999999999999		0.37												1.291		-0.147			0.04		1.5190000000000001	0.24600000000000002												1.08	0.245											-0.065
YJL005W_S281_T287_S288																																	0.546																																																																																											
YJL005W_S60_S63																																																													-0.486																												0.863																																			
YJL005W_T860_Y863																																																																													0.14300000000000002																																															
YJL020C_S602_S608																				2.1																																																																																																								
YJL020C_S631_S634	-0.478	-0.631	-0.10300000000000001				-0.114		0.8140000000000001	-0.16899999999999998		0.021		-0.835			-0.32899999999999996		0.218	0.111	0.5770000000000001	-0.012	-0.132	-1.3159999999999998	0.561			0.18	-0.461	-0.059000000000000004	-0.062		-0.616		-0.209	-0.57		-1.202	0.085				-0.371	0.581	-0.218	-0.109	-0.17800000000000002	0.263		-0.536	-0.833	0.18100000000000002	-0.062				-0.07200000000000001	0.149	-0.626			-0.711		-0.8759999999999999	0.163	-0.174		-0.065		-0.022000000000000002		0.033	-1.662	0.207	-0.479	-0.09300000000000001	-0.069	-0.295		-0.37799999999999995	0.41	-0.392	-0.565	0.619		-0.695	-0.10800000000000001		0.473	-0.598	0.179		-0.27899999999999997	-1.797	-0.109		-0.034		-0.474	0.166	-0.363	-1.3319999999999999	-0.429		0.387	-1.26	-0.276	-0.109	-0.124	-0.584		-0.11		-0.381		-0.158			-0.19		0.685	0.098	-0.025	0.133
YJL020C_S631_S634_S638																							0.48200000000000004												-0.307	0.344							-1.655																													-0.631					-0.622			-0.305		-1.112		0.701			0.7090000000000001										0.951			1.297			1.052	0.094				1.931													1.617			
YJL020C_S631_S634_T636								0.142																																													-0.059000000000000004							0.586																																																											0.045					
YJL020C_S631_T636					0.222	-0.504												-1.19																0.265						-0.076																				0.11											0.16899999999999998														-0.489			-0.21600000000000003																							-0.8320000000000001						-0.289							
YJL020C_S631_T636_S638				-0.6559999999999999	0.83		0.07400000000000001									-1.683			0.192												-0.37									-0.425																-2.016					-0.816		-0.583		-0.035						-0.032										-0.11900000000000001							0.585		-0.215		0.174												-0.669					-0.45								-1.074	0.07				-0.607		
YJL020C_S634_S638												0.27899999999999997							-0.22699999999999998				-1.2590000000000001							-0.521				0.68								0.044000000000000004			-1.3940000000000001																									-0.281					-0.457							-1.107										0.033												0.47600000000000003							-1.067													
YJL020C_S634_T636_S638																																																						-1.3219999999999998																																						-0.002																																
YJL020C_S893_T894													-0.281																	-0.053																																																																																					-0.23600000000000002									
YJL020C_S893_T895				-0.769												-0.486	1.975																									-1.59	1.264				-0.069	0.37200000000000005	0.545														1.536				-0.376												-0.455											-1.072	-0.071	0.282			0.142												-0.353																	
YJL020C_T636_S638		-0.684									0.47700000000000004																																																																																																											0.851						
YJL020C_T894_T895	0.722	0.67					-0.7879999999999999		1.577		0.09	-1.479			-0.9109999999999999				0.5770000000000001	0.213	-0.251	-1.1059999999999999	-0.33299999999999996	-1.183		-0.44	-0.42		-0.061			-0.242	1.666	0.16	-0.355	-1.078	0.23				0.561			0.547	-3.158					-0.9079999999999999	0.052000000000000005			-0.96	0.353						0.226	-0.8290000000000001		-0.267						0.364	0.281	-0.24600000000000002			1.365		-0.5	1.3019999999999998		0.17300000000000001	0.465	-0.618	0.748			1.6769999999999998	-0.504	0.629	2.194					-1.905		-0.691	-2.049	-0.7140000000000001	0.354	-1.6159999999999999	0.235	-0.932			-0.665	1.192		0.99										0.7040000000000001		-0.209	-0.20600000000000002		-0.93	-0.34700000000000003
YJL033W_T221_S225_S231																																				-2.75																																																									-0.35100000000000003																															
YJL042W_S174_S176					0.223	-0.47600000000000003				0.13				-1.1179999999999999	-0.985																	-0.9540000000000001	-1.702					-0.643							0.73												0.757			0.134	-1.8559999999999999										-0.019	3.533			-2.0140000000000002													0.379	-0.047																1.436																			
YJL042W_S174_T178												-0.326		-0.419				-0.982						-0.35100000000000003								-0.595						-0.58																							-1.025	-0.12		-1.245					-0.889																														-0.76				-0.408																		0.295			-0.628
YJL042W_S176_T178											0.575		0.083													0.066																		-0.32	0.555								-0.262						0.08800000000000001											-0.38799999999999996						0.7170000000000001																			-0.045													-0.255										-0.09						
YJL048C_T174_S178_Y179																																																																																																															-0.423													
YJL053W_S100_S102_S106																																																																																																					0.171																							
YJL053W_S99_S102_S103			-0.036000000000000004							-0.18899999999999997					1.046													0.006																		-0.152											-0.789	0.28800000000000003		-0.17																																										0.35								-0.469		0.494	-0.568	0.01		-0.105						0.40299999999999997	0.008	
YJL053W_S99_S102_S106				0.187			0.10800000000000001	-0.826	0.7659999999999999								0.27			-0.369		0.342		0.966					0.903	-0.243	0.063	-1.57	0.8240000000000001		-0.406	0.479			0.156			0.022000000000000002	-0.488				-0.201			-0.264	-1.016	-0.281		-0.114							0.998		-0.348		0.377	0.6579999999999999	1.014	-0.292			-0.258		0.9740000000000001	-0.146			-0.085	0.16	0.109	0.033	0.12	0.16899999999999998					2.336	0.251			-0.087			0.006			-0.05			0.14						-0.17300000000000001	0.451		0.317		-0.009000000000000001						-0.812		-0.20600000000000002					
YJL053W_Y147_S149_Y150									-1.534												0.353	0.5870000000000001																																																																								-0.47																														
YJL058C_S139_S144																		-0.9690000000000001																										1.7										-0.8370000000000001			0.633																																																																			
YJL065C_C16_S17																	-0.268																																							0.308	0.755			0.078																													0.522													-0.115											-1.028	-1.122										
YJL069C_S486_S488																																																													0.397																																																															
YJL071W_S397_S398																				-0.122															-0.667																																										-0.541			0.629																	0.028999999999999998																											
YJL076W_S295_T304																																																																													-0.16																				0.257			-0.044000000000000004																								
YJL076W_S384_S385_S388																																																													0.065																																																															
YJL076W_T1042_S1055													0.953																0.35600000000000004																																																																																															
YJL076W_T1042_S1056				-1.297	-0.41	-0.23399999999999999		-0.7070000000000001	-0.028999999999999998	-1.689						-0.221	-0.748					1.04		0.7120000000000001						-0.47					0.094					0.826										0.637							1.3630000000000002		-0.024				0.368														0.047	0.021	-0.136	0.213	0.873			-1.577						0.41100000000000003			-0.311	0.562			-0.16699999999999998			-0.095		0.77											1.194				0.642		-0.31					
YJL076W_T1049_S1056					-0.28	-0.48																									-0.26899999999999996					0.044000000000000004				-0.07200000000000001			0.256																						0.096																																																											
YJL076W_T297_T304		0.183																					-1.088																																																																																	0.48																				0.18100000000000002
YJL076W_T676_S679		0.618																	-2.47				-1.052																																																																					-0.8059999999999999												0.431														0.81						-0.787
YJL080C_S85_S89																																																																																																																												0.433
YJL080C_S875_S879													0.909																																																																																																						1.629									
YJL081C_S349_S353														-2.335																		-1.149	-0.848					-2.01																																																			0.636										-1.825							-3.2689999999999997																		
YJL081C_T340_S353																																																																								0.987																																																				
YJL082W_S378_S383																													-0.794																																																0.669																				0.252																1.03											
YJL082W_S378_S384																																																		0.925																																																																										
YJL082W_T380_S383													0.264	0.261	-1.55					0.023													0.272				-1.4809999999999999	-0.782						1.556										-7.505															-0.109																														0.149			0.43700000000000006																						
YJL084C_S1022_S1023		-0.401									0.22							-0.925		-0.196					2.322								-0.293	0.055999999999999994							0.19																-0.191												-0.22						-0.126										-0.7140000000000001				-0.035				-0.094				-0.054000000000000006	1.143		0.043	-0.96												-0.879	-0.341										0.542
YJL084C_S155_S162										0.892			0.745	-1.248		0.065																-0.8590000000000001	1.649							0.319																					0.37								2.7739999999999996															0.735					0.255																										-0.235									
YJL084C_S201_S205																																																					-0.45399999999999996																																																																							
YJL084C_S581_S586											0.345								-0.024																																																																																																									
YJL084C_S838_S845_T846																																																									-0.721						-0.03																																							0.7340000000000001																						
YJL084C_S878_S887																																																						-0.182															0.08900000000000001																																																							
YJL084C_T777_S793		0.268																																																																																																																										
YJL090C_S274_S275																																																													0.8390000000000001																																																															
YJL095W_S1058_S1061					-0.723	0.12				-0.616						-0.606																	-0.45899999999999996							0.261				2.897													0.33299999999999996				-0.28											1.3869999999999998																																		-0.345							-1.443	-0.273										
YJL095W_S19_S21	-0.026000000000000002						-0.353								-0.897				0.539				-1.426									0.12300000000000001	-0.75						-0.045												0.275			-1.1														-0.37799999999999995			1.208			0.135							0.18						-0.56	0.644							-0.105									-0.228		-1.045				-0.08													-0.044000000000000004	-0.196
YJL095W_S342_S348																																																																																									0.584																																			
YJL095W_S344_S348																																																																																													-0.124																															
